"IDENTIFIER","CONCEPT_CODE","DEFINITION","value","PUBLIC_ID"
"getNextPvId()","","","Freezing Media, Not Specified","2003999"
"getNextPvId()","","","Paraffin","2003999"
"getNextPvId()","","","Low Melting Point Paraffin","2003999"
"getNextPvId()","","","Optimal Cutting Temperature Media","2003999"
"getNextPvId()","","","Plastic","2003999"
"getNextPvId()","","","Not Specified","2003999"
"getNextPvId()","","","Resin","2003999"
