"IDENTIFIER","CONCEPT_CODE","DEFINITION","value","PUBLIC_ID"
"getNextPvId()","","","Not Applicable","2003992"
"getNextPvId()","","","Right","2003992"
"getNextPvId()","","","Left","2003992"
"getNextPvId()","","","Not Specified","2003992"
"getNextPvId()","","","Bilateral","2003992"
